"ID","name","versionNumber","contentType","dataFileSizeBytes","createdBy","createdOn","modifiedBy","modifiedOn","parentId","synapseURL","dataFileMD5Hex"
"syn55263096","LSIL (184).jpg","1","image/jpeg","251283","3489646","1712372233214","3489646","1712372233214","syn55262661","https://www.synapse.org/#!Synapse:syn55263096.1","018853b67d404ee4663715644ac7bfb1"
"syn55262675","NIL (4).jpg","1","image/jpeg","251445","3489646","1712371281863","3489646","1712371281863","syn55262661","https://www.synapse.org/#!Synapse:syn55262675.1","3692f850c7ef0ceb6e7728fedec522ea"
"syn55262691","NIL (20).jpg","1","image/jpeg","252663","3489646","1712371312459","3489646","1712371312459","syn55262661","https://www.synapse.org/#!Synapse:syn55262691.1","e26e11173443f78a6a3d8590313fcf9c"
"syn55263063","LSIL (152).JPG","1","image/jpeg","252710","3489646","1712372181525","3489646","1712372181525","syn55262661","https://www.synapse.org/#!Synapse:syn55263063.1","23b6a4a0060092d65f03631535db8102"
"syn55263059","LSIL (148).JPG","1","image/jpeg","253102","3489646","1712372174595","3489646","1712372174595","syn55262661","https://www.synapse.org/#!Synapse:syn55263059.1","7dd54b1f58d9e034bbac76ad84dd2109"
"syn55263015","LSIL (105).jpg","1","image/jpeg","253424","3489646","1712372104774","3489646","1712372104774","syn55262661","https://www.synapse.org/#!Synapse:syn55263015.1","3a0071bb21d9988ef9c7d03675002690"
"syn55262931","LSIL (21).jpg","1","image/jpeg","253694","3489646","1712371973336","3489646","1712371973336","syn55262661","https://www.synapse.org/#!Synapse:syn55262931.1","a09db268f86667267c44da39c7453232"
"syn55262754","NIL (58).jpg","1","image/jpeg","253872","3489646","1712371633748","3489646","1712371633748","syn55262661","https://www.synapse.org/#!Synapse:syn55262754.1","0a77c8231d139123cb65fbdefe460e84"
"syn55263400","HSIL (6).JPG","1","image/jpeg","254688","3489646","1712373862424","3489646","1712373862424","syn55262661","https://www.synapse.org/#!Synapse:syn55263400.1","aff976cb98589e4f4c7fe5aea9b1adae"
"syn55262743","NIL (197).jpg","1","image/jpeg","254941","3489646","1712371616463","3489646","1712371616463","syn55262661","https://www.synapse.org/#!Synapse:syn55262743.1","e77a42d2638bc20a89558fbd314ce3a5"
"syn55262710","NIL (37).jpg","1","image/jpeg","255121","3489646","1712371339055","3489646","1712371339055","syn55262661","https://www.synapse.org/#!Synapse:syn55262710.1","e34c1c0d1d0c24a0bffc1cd2cf34f8f9"
"syn55262859","NIL (144).JPG","1","image/jpeg","255190","3489646","1712371770942","3489646","1712371770942","syn55262661","https://www.synapse.org/#!Synapse:syn55262859.1","0ff2b10a97de7c1c9571a1b09d859ee5"
"syn55263206","HSIL (31).jpg","1","image/jpeg","255481","3489646","1712373584788","3489646","1712373584788","syn55262661","https://www.synapse.org/#!Synapse:syn55263206.1","3da4ac6dd2152892f26ee31da22f3959"
"syn55263243","HSIL (67).jpg","1","image/jpeg","255643","3489646","1712373642173","3489646","1712373642173","syn55262661","https://www.synapse.org/#!Synapse:syn55263243.1","9e1c954cc15e437058c83080971e0b49"
"syn55262740","NIL (194).jpg","1","image/jpeg","255765","3489646","1712371611614","3489646","1712371611614","syn55262661","https://www.synapse.org/#!Synapse:syn55262740.1","7a6116b16e0c7f8c7fc2a9c0750d77aa"
"syn55263055","LSIL (144).JPG","1","image/jpeg","255902","3489646","1712372168370","3489646","1712372168370","syn55262661","https://www.synapse.org/#!Synapse:syn55263055.1","4f827cd30fb678abe24a5c55d9f67419"
"syn55262760","NIL (63).JPG","1","image/jpeg","256004","3489646","1712371641540","3489646","1712371641540","syn55262661","https://www.synapse.org/#!Synapse:syn55262760.1","0bc9cbc11ad63a68df86b12c12299800"
"syn55263012","LSIL (102).jpg","1","image/jpeg","256875","3489646","1712372099903","3489646","1712372099903","syn55262661","https://www.synapse.org/#!Synapse:syn55263012.1","f1e6b2d12bdce74093020638fb990242"
"syn55262712","NIL (39).jpg","1","image/jpeg","257045","3489646","1712371342383","3489646","1712371342383","syn55262661","https://www.synapse.org/#!Synapse:syn55262712.1","983584bcd1db8674d1b50daf3960dd9a"
"syn55263010","LSIL (100).jpg","1","image/jpeg","257545","3489646","1712372096676","3489646","1712372096676","syn55262661","https://www.synapse.org/#!Synapse:syn55263010.1","e1c1934cfae86587955f19db7d7889b0"
"syn55262962","LSIL (52).jpg","1","image/jpeg","257701","3489646","1712372023019","3489646","1712372023019","syn55262661","https://www.synapse.org/#!Synapse:syn55262962.1","f0e3cf6ff8e824cb1b375b629151891d"
"syn55262692","NIL (21).jpg","1","image/jpeg","258165","3489646","1712371313942","3489646","1712371313942","syn55262661","https://www.synapse.org/#!Synapse:syn55262692.1","e241a9a33256bb8d78e39a47a6e86516"
"syn55262693","NIL (22).jpg","1","image/jpeg","258180","3489646","1712371315575","3489646","1712371315575","syn55262661","https://www.synapse.org/#!Synapse:syn55262693.1","bab4d937585cb1886391bb96ba901272"
"syn55262890","NIL (163).JPG","1","image/jpeg","258504","3489646","1712371802107","3489646","1712371802107","syn55262661","https://www.synapse.org/#!Synapse:syn55262890.1","37e8b4823e36606b6a47baf4b5e65553"
"syn55262938","LSIL (28).jpg","1","image/jpeg","258941","3489646","1712371984997","3489646","1712371984997","syn55262661","https://www.synapse.org/#!Synapse:syn55262938.1","f11ac38359e9a185469d5dafda2a46c1"
"syn55262748","NIL (52).jpg","1","image/jpeg","259039","3489646","1712371624092","3489646","1712371624092","syn55262661","https://www.synapse.org/#!Synapse:syn55262748.1","560c99e89815af35d09a0029c1cc812a"
"syn55262679","NIL (8).jpg","1","image/jpeg","259069","3489646","1712371290762","3489646","1712371290762","syn55262661","https://www.synapse.org/#!Synapse:syn55262679.1","ad5c2cd26b17e4430115c7e5482be280"
"syn55263308","HSIL (117).JPG","1","image/jpeg","259186","3489646","1712373723078","3489646","1712373723078","syn55262661","https://www.synapse.org/#!Synapse:syn55263308.1","d5ee4a60bb1b2afcd9cff3e7c9ad7f57"
"syn55262972","LSIL (62).jpg","1","image/jpeg","259622","3489646","1712372038766","3489646","1712372038766","syn55262661","https://www.synapse.org/#!Synapse:syn55262972.1","4694f63df01c38ac41a6e53f2fba2c28"
"syn55263395","HSIL (1).JPG","1","image/jpeg","259664","3489646","1712373854523","3489646","1712373854523","syn55262661","https://www.synapse.org/#!Synapse:syn55263395.1","eb3e4aa60fcee5766c743d7076cdec6a"
"syn55263065","LSIL (154).JPG","1","image/jpeg","259716","3489646","1712372184853","3489646","1712372184853","syn55262661","https://www.synapse.org/#!Synapse:syn55263065.1","aa71255a308530570a8390a43734393c"
"syn55263248","HSIL (72).JPG","1","image/jpeg","259852","3489646","1712373650367","3489646","1712373650367","syn55262661","https://www.synapse.org/#!Synapse:syn55263248.1","e5a297e9e34622c24df985b01b2c2881"
"syn55262797","NIL (100).JPG","1","image/jpeg","259948","3489646","1712371700694","3489646","1712371700694","syn55262661","https://www.synapse.org/#!Synapse:syn55262797.1","bb4c3bd56a05e67a960ba55f42baa92a"
"syn55263061","LSIL (150).JPG","1","image/jpeg","259962","3489646","1712372177708","3489646","1712372177708","syn55262661","https://www.synapse.org/#!Synapse:syn55263061.1","5a00fb6d965213d25697241456fe78d9"
"syn55262854","NIL (141).JPG","1","image/jpeg","260292","3489646","1712371765930","3489646","1712371765930","syn55262661","https://www.synapse.org/#!Synapse:syn55262854.1","1d587f07f7d0c985528b6971d7a860f6"
"syn55263268","HSIL (90).JPG","1","image/jpeg","260852","3489646","1712373679647","3489646","1712373679647","syn55262661","https://www.synapse.org/#!Synapse:syn55263268.1","7578b27e1fa51f027a7102cda5a64d73"
"syn55262695","NIL (24).jpg","1","image/jpeg","261146","3489646","1712371318352","3489646","1712371318352","syn55262661","https://www.synapse.org/#!Synapse:syn55262695.1","3dcd412680f497da983f083d1cc3c509"
"syn55262678","NIL (7).jpg","1","image/jpeg","261759","3489646","1712371289160","3489646","1712371289160","syn55262661","https://www.synapse.org/#!Synapse:syn55262678.1","65eed22e93e0185be458f4c56db9c6ee"
"syn55263313","HSIL (122).JPG","1","image/jpeg","262104","3489646","1712373730643","3489646","1712373730643","syn55262661","https://www.synapse.org/#!Synapse:syn55263313.1","1e7e68665a9845da7da45f3fb46fdca8"
"syn55262843","NIL (135).JPG","1","image/jpeg","262192","3489646","1712371757062","3489646","1712371757062","syn55262661","https://www.synapse.org/#!Synapse:syn55262843.1","69a331cbe9072c861cdc1bfce9ffa493"
"syn55263057","LSIL (146).JPG","1","image/jpeg","262206","3489646","1712372171526","3489646","1712372171526","syn55262661","https://www.synapse.org/#!Synapse:syn55263057.1","3a44e47e1a7603b1cd3d7ce41e932f78"
"syn55262950","LSIL (40).jpg","1","image/jpeg","262387","3489646","1712372004119","3489646","1712372004119","syn55262661","https://www.synapse.org/#!Synapse:syn55262950.1","2d96d5ee32257be10996b3eb60d5079b"
"syn55263397","HSIL (3).JPG","1","image/jpeg","262396","3489646","1712373858020","3489646","1712373858020","syn55262661","https://www.synapse.org/#!Synapse:syn55263397.1","061151db5b20a7986930861efc0414a3"
"syn55262745","NIL (199).jpg","1","image/jpeg","262693","3489646","1712371619360","3489646","1712371619360","syn55262661","https://www.synapse.org/#!Synapse:syn55262745.1","0fd29b5d4cffab7346a2f90adcac1e8f"
"syn55262815","NIL (118).JPG","1","image/jpeg","262714","3489646","1712371729515","3489646","1712371729515","syn55262661","https://www.synapse.org/#!Synapse:syn55262815.1","c50bd640cd874c39d7918fa27ef24ddf"
"syn55262926","LSIL (16).jpg","1","image/jpeg","262748","3489646","1712371965536","3489646","1712371965536","syn55262661","https://www.synapse.org/#!Synapse:syn55262926.1","23fb4a7e3fd0c14d05c2526322f3feff"
"syn55263092","LSIL (180).jpg","1","image/jpeg","263110","3489646","1712372226632","3489646","1712372226632","syn55262661","https://www.synapse.org/#!Synapse:syn55263092.1","beecf40475f091730c0b57c4084fab75"
"syn55263019","LSIL (109).jpg","1","image/jpeg","264179","3489646","1712372110590","3489646","1712372110590","syn55262661","https://www.synapse.org/#!Synapse:syn55263019.1","5b3975f8d91ccdd4776af44fdd5d564b"
"syn55262735","NIL (189).jpg","1","image/jpeg","264576","3489646","1712371603602","3489646","1712371603602","syn55262661","https://www.synapse.org/#!Synapse:syn55262735.1","7f227b913e3a190ff7c45634ef0fd303"
"syn55262977","LSIL (67).jpg","1","image/jpeg","264831","3489646","1712372046659","3489646","1712372046659","syn55262661","https://www.synapse.org/#!Synapse:syn55262977.1","767737ab10afe8ac611a8e98baac7032"
"syn55262989","LSIL (79).jpg","1","image/jpeg","265361","3489646","1712372065360","3489646","1712372065360","syn55262661","https://www.synapse.org/#!Synapse:syn55262989.1","0bcbb3dcc322095e544db31b7cfb9aa7"
"syn55262783","NIL (86).JPG","1","image/jpeg","266120","3489646","1712371679206","3489646","1712371679206","syn55262661","https://www.synapse.org/#!Synapse:syn55262783.1","bec929391f7dfb9feefc45c045afc049"
"syn55262781","NIL (84).JPG","1","image/jpeg","266250","3489646","1712371676249","3489646","1712371676249","syn55262661","https://www.synapse.org/#!Synapse:syn55262781.1","bebef953d98dc7f890ca929aba965c69"
"syn55263014","LSIL (104).jpg","1","image/jpeg","267023","3489646","1712372103382","3489646","1712372103382","syn55262661","https://www.synapse.org/#!Synapse:syn55263014.1","ddbc6aea456251d6cfc3a668fb1e61d3"
"syn55262976","LSIL (66).jpg","1","image/jpeg","267715","3489646","1712372045068","3489646","1712372045068","syn55262661","https://www.synapse.org/#!Synapse:syn55262976.1","daad38ce5dced1b4076d347ba7865823"
"syn55262960","LSIL (50).jpg","1","image/jpeg","267949","3489646","1712372019771","3489646","1712372019771","syn55262661","https://www.synapse.org/#!Synapse:syn55262960.1","3bc3ef94e88b5347ce339bd71770bb2b"
"syn55263323","HSIL (129).JPG","1","image/jpeg","268044","3489646","1712373741550","3489646","1712373741550","syn55262661","https://www.synapse.org/#!Synapse:syn55263323.1","880e5a5e0610536303b0b82399c6c84d"
"syn55263094","LSIL (182).jpg","1","image/jpeg","268091","3489646","1712372229857","3489646","1712372229857","syn55262661","https://www.synapse.org/#!Synapse:syn55263094.1","613c2808f543d20041ba32316a647057"
"syn55263095","LSIL (183).jpg","1","image/jpeg","268225","3489646","1712372231466","3489646","1712372231466","syn55262661","https://www.synapse.org/#!Synapse:syn55263095.1","c003afc78f679a4178c29046ede562a3"
"syn55263053","LSIL (142).JPG","1","image/jpeg","268288","3489646","1712372164894","3489646","1712372164894","syn55262661","https://www.synapse.org/#!Synapse:syn55263053.1","000ac54ce082fc0f2fdd4b72bca57b07"
"syn55262699","NIL (26).jpg","1","image/jpeg","268331","3489646","1712371321927","3489646","1712371321927","syn55262661","https://www.synapse.org/#!Synapse:syn55262699.1","4e36e7f29060b4ca00d58ad9972449c1"
"syn55263331","HSIL (137).JPG","1","image/jpeg","268396","3489646","1712373754153","3489646","1712373754153","syn55262661","https://www.synapse.org/#!Synapse:syn55263331.1","d9c55387287762cc0e57a9a7f359ce55"
"syn55263116","LSIL (4).jpg","1","image/jpeg","268617","3489646","1712372266063","3489646","1712372266063","syn55262661","https://www.synapse.org/#!Synapse:syn55263116.1","ae07297a47bb9f17073bbcf4f8fd2348"
"syn55262846","NIL (137).JPG","1","image/jpeg","269214","3489646","1712371759953","3489646","1712371759953","syn55262661","https://www.synapse.org/#!Synapse:syn55262846.1","dc3ed998063669b47b3608c30ff33fcd"
"syn55262851","NIL (139).JPG","1","image/jpeg","269692","3489646","1712371762899","3489646","1712371762899","syn55262661","https://www.synapse.org/#!Synapse:syn55262851.1","995439838582f4eb25ebba5c66ff466d"
"syn55263324","HSIL (130).JPG","1","image/jpeg","269836","3489646","1712373742986","3489646","1712373742986","syn55262661","https://www.synapse.org/#!Synapse:syn55263324.1","3eeb9e295e1f66729d767211de9c3368"
"syn55262762","NIL (65).JPG","1","image/jpeg","269906","3489646","1712371644962","3489646","1712371644962","syn55262661","https://www.synapse.org/#!Synapse:syn55262762.1","5e4925f501bbd0fce8afe2ecffbe3f47"
"syn55263251","HSIL (75).JPG","1","image/jpeg","270552","3489646","1712373655586","3489646","1712373655586","syn55262661","https://www.synapse.org/#!Synapse:syn55263251.1","9237254c6d14c0e3da655af6edef2b7d"
"syn55263271","HSIL (92).JPG","1","image/jpeg","270600","3489646","1712373682832","3489646","1712373682832","syn55262661","https://www.synapse.org/#!Synapse:syn55263271.1","1b0e7f6e0d217d9b5170cf04ebd38809"
"syn55263202","HSIL (28).jpg","1","image/jpeg","270899","3489646","1712373580438","3489646","1712373580438","syn55262661","https://www.synapse.org/#!Synapse:syn55263202.1","d9918dac45692502768667a673ca08e9"
"syn55262739","NIL (193).jpg","1","image/jpeg","271201","3489646","1712371609974","3489646","1712371609974","syn55262661","https://www.synapse.org/#!Synapse:syn55262739.1","c8a3c5fe8f55d2972616b211ebc078a7"
"syn55262889","NIL (162).JPG","1","image/jpeg","271958","3489646","1712371800436","3489646","1712371800436","syn55262661","https://www.synapse.org/#!Synapse:syn55262889.1","fdaf67916c242def06d605b04818cc21"
"syn55263087","LSIL (176).jpg","1","image/jpeg","271997","3489646","1712372220231","3489646","1712372220231","syn55262661","https://www.synapse.org/#!Synapse:syn55263087.1","958a395ff1341535599c179116f0fe57"
"syn55263261","HSIL (85).JPG","1","image/jpeg","272222","3489646","1712373671399","3489646","1712373671399","syn55262661","https://www.synapse.org/#!Synapse:syn55263261.1","cda89c77a2d3f22f940f4031067bd616"
"syn55262779","NIL (82).JPG","1","image/jpeg","272354","3489646","1712371673051","3489646","1712371673051","syn55262661","https://www.synapse.org/#!Synapse:syn55262779.1","51e9598a3fc05358e678d039cde0637e"
"syn55262998","LSIL (88).jpg","1","image/jpeg","272749","3489646","1712372078806","3489646","1712372078806","syn55262661","https://www.synapse.org/#!Synapse:syn55262998.1","c6f1a1446f2bb4c66f91a8f8586d6cc2"
"syn55262994","LSIL (84).jpg","1","image/jpeg","272981","3489646","1712372072958","3489646","1712372072958","syn55262661","https://www.synapse.org/#!Synapse:syn55262994.1","7f21115c6275e51ce3b5afcbbf9c706d"
"syn55263333","HSIL (139).JPG","1","image/jpeg","273020","3489646","1712373757115","3489646","1712373757115","syn55262661","https://www.synapse.org/#!Synapse:syn55263333.1","ea4c43ff23d6f63769c9994d87b109f7"
"syn55262722","NIL (176).JPG","1","image/jpeg","273152","3489646","1712371583078","3489646","1712371583078","syn55262661","https://www.synapse.org/#!Synapse:syn55262722.1","88124a97f48573ff02e87f0ba3288780"
"syn55262767","NIL (70).JPG","1","image/jpeg","273182","3489646","1712371652921","3489646","1712371652921","syn55262661","https://www.synapse.org/#!Synapse:syn55262767.1","26b5c036f5f8de795bff29d98c7c0a05"
"syn55262756","NIL (60).JPG","1","image/jpeg","273270","3489646","1712371636635","3489646","1712371636635","syn55262661","https://www.synapse.org/#!Synapse:syn55262756.1","40edfb94db62475bd33d227c53de380c"
"syn55263310","HSIL (119).JPG","1","image/jpeg","273468","3489646","1712373725998","3489646","1712373725998","syn55262661","https://www.synapse.org/#!Synapse:syn55263310.1","ca9ddbb427f254de627b142371fdbf70"
"syn55263111","LSIL (199).jpg","1","image/jpeg","273544","3489646","1712372257539","3489646","1712372257539","syn55262661","https://www.synapse.org/#!Synapse:syn55263111.1","7b8e45bd1e1eb27e2bc9fce1cbe22264"
"syn55262829","NIL (126).JPG","1","image/jpeg","273734","3489646","1712371742908","3489646","1712371742908","syn55262661","https://www.synapse.org/#!Synapse:syn55262829.1","24c47c0c51cd45086641c4978493a5d0"
"syn55262822","NIL (122).JPG","1","image/jpeg","273784","3489646","1712371736208","3489646","1712371736208","syn55262661","https://www.synapse.org/#!Synapse:syn55262822.1","b953097d7c612183f614399d9ba4a417"
"syn55262738","NIL (192).jpg","1","image/jpeg","274214","3489646","1712371608409","3489646","1712371608409","syn55262661","https://www.synapse.org/#!Synapse:syn55262738.1","d0cf33dd6cdbb9cbdcd068638f71727e"
"syn55262952","LSIL (42).jpg","1","image/jpeg","274336","3489646","1712372007378","3489646","1712372007378","syn55262661","https://www.synapse.org/#!Synapse:syn55262952.1","0b6441bd1733f694fd7c2dc969a93fbe"
"syn55263119","LSIL (7).jpg","1","image/jpeg","274666","3489646","1712372271262","3489646","1712372271262","syn55262661","https://www.synapse.org/#!Synapse:syn55263119.1","64332f730b7861c6525f694bdb4ac8fe"
"syn55263399","HSIL (5).JPG","1","image/jpeg","274710","3489646","1712373861010","3489646","1712373861010","syn55262661","https://www.synapse.org/#!Synapse:syn55263399.1","b346b9d258477fc0ba5f56f546ea943e"
"syn55263339","HSIL (145).JPG","1","image/jpeg","274862","3489646","1712373766344","3489646","1712373766344","syn55262661","https://www.synapse.org/#!Synapse:syn55263339.1","69714b242e25b780a07a626f3e780a82"
"syn55262742","NIL (196).jpg","1","image/jpeg","275595","3489646","1712371614947","3489646","1712371614947","syn55262661","https://www.synapse.org/#!Synapse:syn55262742.1","9942b5cc0eb535f032999fe6a3c5a4fe"
"syn55263051","LSIL (140).JPG","1","image/jpeg","275688","3489646","1712372161688","3489646","1712372161688","syn55262661","https://www.synapse.org/#!Synapse:syn55263051.1","a9a139ccc90b13f430b9ffcc92222db0"
"syn55262770","NIL (73).JPG","1","image/jpeg","275720","3489646","1712371657359","3489646","1712371657359","syn55262661","https://www.synapse.org/#!Synapse:syn55262770.1","4044a2e0fbcbf41bc412b24da309816b"
"syn55262698","NIL (25).jpg","1","image/jpeg","276161","3489646","1712371320136","3489646","1712371320136","syn55262661","https://www.synapse.org/#!Synapse:syn55262698.1","b849c6830c4523fdb9429a917918050c"
"syn55262704","NIL (31).jpg","1","image/jpeg","276611","3489646","1712371329722","3489646","1712371329722","syn55262661","https://www.synapse.org/#!Synapse:syn55262704.1","869055724c731627d6dc131a16b99cba"
"syn55263264","HSIL (88).JPG","1","image/jpeg","276676","3489646","1712373676410","3489646","1712373676410","syn55262661","https://www.synapse.org/#!Synapse:syn55263264.1","d5d788a7299187897e3b07ea9add8a02"
"syn55262749","NIL (53).jpg","1","image/jpeg","276693","3489646","1712371625738","3489646","1712371625738","syn55262661","https://www.synapse.org/#!Synapse:syn55262749.1","3bf3220f71f20b6cb38dae42306ab45b"
"syn55263346","HSIL (152).JPG","1","image/jpeg","276740","3489646","1712373778380","3489646","1712373778380","syn55262661","https://www.synapse.org/#!Synapse:syn55263346.1","f5e9b23ca5dbfc4b372cbd8cbfea4a44"
"syn55262730","NIL (184).jpg","1","image/jpeg","277238","3489646","1712371595626","3489646","1712371595626","syn55262661","https://www.synapse.org/#!Synapse:syn55262730.1","6881363b1cd0f6fd36ff4aa6735c7f62"
"syn55262818","NIL (120).JPG","1","image/jpeg","277328","3489646","1712371733061","3489646","1712371733061","syn55262661","https://www.synapse.org/#!Synapse:syn55262818.1","3d32b38ae9584d6690facacc2aa4613b"
"syn55262707","NIL (34).jpg","1","image/jpeg","277418","3489646","1712371334333","3489646","1712371334333","syn55262661","https://www.synapse.org/#!Synapse:syn55262707.1","3209c9bf5250136357b2b3a9a60bec89"
"syn55263050","LSIL (139).JPG","1","image/jpeg","277530","3489646","1712372160127","3489646","1712372160127","syn55262661","https://www.synapse.org/#!Synapse:syn55263050.1","5c57a49be2087487022d787595845546"
"syn55262904","NIL (170).JPG","1","image/jpeg","277834","3489646","1712371813838","3489646","1712371813838","syn55262661","https://www.synapse.org/#!Synapse:syn55262904.1","e05fa3ef5808f9f9ba3a5d455ebf8e93"
"syn55262782","NIL (85).JPG","1","image/jpeg","277972","3489646","1712371677559","3489646","1712371677559","syn55262661","https://www.synapse.org/#!Synapse:syn55262782.1","347b5d8953f851720c01c9518be97ad3"
"syn55263315","HSIL (124).JPG","1","image/jpeg","278150","3489646","1712373733652","3489646","1712373733652","syn55262661","https://www.synapse.org/#!Synapse:syn55263315.1","5b5f1808e8797afd92b8583c9735276e"
"syn55262761","NIL (64).JPG","1","image/jpeg","278246","3489646","1712371643256","3489646","1712371643256","syn55262661","https://www.synapse.org/#!Synapse:syn55262761.1","c486dccf20fe6f2b60748ba99e4b5cd5"
"syn55262700","NIL (27).jpg","1","image/jpeg","278249","3489646","1712371323540","3489646","1712371323540","syn55262661","https://www.synapse.org/#!Synapse:syn55262700.1","11479f6d8e2a2d9b4daefea2a5e4692f"
"syn55262909","NIL (172).JPG","1","image/jpeg","278378","3489646","1712371817111","3489646","1712371817111","syn55262661","https://www.synapse.org/#!Synapse:syn55262909.1","1dd908da75d3153d949e35e5eaf1cac3"
"syn55263256","HSIL (80).JPG","1","image/jpeg","278786","3489646","1712373663258","3489646","1712373663258","syn55262661","https://www.synapse.org/#!Synapse:syn55263256.1","c7455b453168746bf2ae6ff2276cc0e2"
"syn55263108","LSIL (196).jpg","1","image/jpeg","278954","3489646","1712372252860","3489646","1712372252860","syn55262661","https://www.synapse.org/#!Synapse:syn55263108.1","cfea9ca04be58de93ecefaa7f725b1d9"
"syn55263250","HSIL (74).JPG","1","image/jpeg","279292","3489646","1712373653870","3489646","1712373653870","syn55262661","https://www.synapse.org/#!Synapse:syn55263250.1","1c0c9c55a14843ce19475523b5a1d4ec"
"syn55262777","NIL (80).JPG","1","image/jpeg","279344","3489646","1712371669647","3489646","1712371669647","syn55262661","https://www.synapse.org/#!Synapse:syn55262777.1","81a1fb105da63c78f49f6b1f5e916693"
"syn55263309","HSIL (118).JPG","1","image/jpeg","279580","3489646","1712373724469","3489646","1712373724469","syn55262661","https://www.synapse.org/#!Synapse:syn55263309.1","6b736d851f4c5340ea0498a9c14e7a0d"
"syn55262900","NIL (168).JPG","1","image/jpeg","279614","3489646","1712371810357","3489646","1712371810357","syn55262661","https://www.synapse.org/#!Synapse:syn55262900.1","3741510019ab4fb0018502bedfa06851"
"syn55263121","LSIL (9).jpg","1","image/jpeg","279626","3489646","1712372274500","3489646","1712372274500","syn55262661","https://www.synapse.org/#!Synapse:syn55263121.1","f445ebe6fc0738a1ae68ea23b1dc4eda"
"syn55263208","HSIL (33).jpg","1","image/jpeg","280092","3489646","1712373587667","3489646","1712373587667","syn55262661","https://www.synapse.org/#!Synapse:syn55263208.1","507b266bbdf846877d4f7b3c20038816"
"syn55262906","NIL (171).JPG","1","image/jpeg","280104","3489646","1712371815559","3489646","1712371815559","syn55262661","https://www.synapse.org/#!Synapse:syn55262906.1","dd9aec10cae18886004ae1073766b118"
"syn55263345","HSIL (151).JPG","1","image/jpeg","280330","3489646","1712373776689","3489646","1712373776689","syn55262661","https://www.synapse.org/#!Synapse:syn55263345.1","66c5539e32e5da4bc3ea323353623a2e"
"syn55263189","HSIL (15).JPG","1","image/jpeg","280340","3489646","1712373560704","3489646","1712373560704","syn55262661","https://www.synapse.org/#!Synapse:syn55263189.1","d299ff4c778a69847a3e25befaf663b7"
"syn55263123","LSIL (11).jpg","1","image/jpeg","280541","3489646","1712372277777","3489646","1712372277777","syn55262661","https://www.synapse.org/#!Synapse:syn55263123.1","943fb85af9752fdb37b5ac777a57e729"
"syn55262785","NIL (88).JPG","1","image/jpeg","280804","3489646","1712371682216","3489646","1712371682216","syn55262661","https://www.synapse.org/#!Synapse:syn55262785.1","b4f4c9442fb51b9ae775d44b6c18c031"
"syn55262892","NIL (164).JPG","1","image/jpeg","280806","3489646","1712371803769","3489646","1712371803769","syn55262661","https://www.synapse.org/#!Synapse:syn55262892.1","5eefa408fcbe0ff6eae806417592eb96"
"syn55262914","NIL (175).JPG","1","image/jpeg","280864","3489646","1712371822602","3489646","1712371822602","syn55262661","https://www.synapse.org/#!Synapse:syn55262914.1","70e1c5c818f69c2cf153aa113b59369a"
"syn55263118","LSIL (6).jpg","1","image/jpeg","281353","3489646","1712372269596","3489646","1712372269596","syn55262661","https://www.synapse.org/#!Synapse:syn55263118.1","342fc1ad0c1c47a224befa6ab17c15c9"
"syn55263257","HSIL (81).JPG","1","image/jpeg","281422","3489646","1712373664799","3489646","1712373664799","syn55262661","https://www.synapse.org/#!Synapse:syn55263257.1","a15a7357dd560bb5520931222a0e0c1b"
"syn55262816","NIL (119).JPG","1","image/jpeg","281730","3489646","1712371731431","3489646","1712371731431","syn55262661","https://www.synapse.org/#!Synapse:syn55262816.1","bdd210aa19e09c4277213f1a3079ebd0"
"syn55262845","NIL (136).JPG","1","image/jpeg","281772","3489646","1712371758453","3489646","1712371758453","syn55262661","https://www.synapse.org/#!Synapse:syn55262845.1","7218a71fa009e287ce41e90a2a6e8238"
"syn55262814","NIL (117).JPG","1","image/jpeg","282248","3489646","1712371728012","3489646","1712371728012","syn55262661","https://www.synapse.org/#!Synapse:syn55262814.1","82e57d91ad2c3c1882e7f3ea8f708f8a"
"syn55262747","NIL (51).jpg","1","image/jpeg","282310","3489646","1712371622607","3489646","1712371622607","syn55262661","https://www.synapse.org/#!Synapse:syn55262747.1","33afec2b7c74c6ee516626d5b176829e"
"syn55263255","HSIL (79).JPG","1","image/jpeg","282556","3489646","1712373661779","3489646","1712373661779","syn55262661","https://www.synapse.org/#!Synapse:syn55263255.1","6c43e3e9134dfbe51114ee63ddf4241d"
"syn55262885","NIL (160).JPG","1","image/jpeg","282608","3489646","1712371797380","3489646","1712371797380","syn55262661","https://www.synapse.org/#!Synapse:syn55262885.1","7900bcb264d065813cbbabc25d346893"
"syn55262708","NIL (35).jpg","1","image/jpeg","282632","3489646","1712371336140","3489646","1712371336140","syn55262661","https://www.synapse.org/#!Synapse:syn55262708.1","0c4021d564d315d8e6b025f2b42512e4"
"syn55262903","NIL (169).JPG","1","image/jpeg","282928","3489646","1712371812050","3489646","1712371812050","syn55262661","https://www.synapse.org/#!Synapse:syn55262903.1","01d334c5b60d2b4b852de9146b8cc94b"
"syn55262803","NIL (106).JPG","1","image/jpeg","283362","3489646","1712371711053","3489646","1712371711053","syn55262661","https://www.synapse.org/#!Synapse:syn55262803.1","426664a62b7e0b5d5b68ecd102732381"
